cep,estado,cidade,ddd,logradouro
78718078,MT,Rondonópolis,66,Rua Otávio Pinheiro Rodrigues
7162600.0,NE,NE,NE,NE
5361070.0,NE,NE,NE,NE
43806000,BA,Candeias,71,Conjunto Urbis I
12926700,SP,Bragança Paulista,11,Rua Luiz Naia
20950260,RJ,Rio de Janeiro,21,Rua São Paulo
20950260,RJ,Rio de Janeiro,21,Rua São Paulo
20950260,RJ,Rio de Janeiro,21,Rua São Paulo
31230400,MG,Belo Horizonte,31,Rua Recife
31230400,MG,Belo Horizonte,31,Rua Recife
32672812,MG,Betim,31,Rua Doze
57256000.0,NE,NE,NE,NE
92200410,RS,Canoas,51,Rua Joaquim Caetano
8583620.0,NE,NE,NE,NE
8583620.0,NE,NE,NE,NE
51021530,PE,Recife,81,Rua Padre Luiz Marques Teixeira
51021530,PE,Recife,81,Rua Padre Luiz Marques Teixeira
6462190.0,NE,NE,NE,NE
76290000,GO,Itapirapuã,,NE
13835000,SP,Conchal,19,NE
50660420,PE,Recife,81,Rua Luiz da Câmara Cascudo
79380000,MS,Miranda,,NE
8275386.0,NE,NE,NE,NE
79380000,MS,Miranda,,NE
8275085.0,NE,NE,NE,NE
60711230,CE,Fortaleza,85,Rua Gama
79380000,MS,Miranda,,NE
8275386.0,NE,NE,NE,NE
31580540,MG,Belo Horizonte,31,Rua Luis Rodrigues Araújo
31580540,MG,Belo Horizonte,31,Rua Luis Rodrigues Araújo
19885004.0,NE,NE,NE,NE
31580540,MG,Belo Horizonte,31,Rua Luis Rodrigues Araújo
19806715,SP,Assis,18,Rua Rubem Ribeiro de Moraes
24060060,RJ,Niterói,21,Rua Silveira da Mota
7262320.0,NE,NE,NE,NE
18071120,SP,Sorocaba,15,Rua Angelo Camargo Sampaio
90250617,RS,Porto Alegre,51,Rua Maria Paula Leal
85170000,PR,Pinhão,42,NE
85170000,PR,Pinhão,42,NE
76550000,GO,Porangatu,62,NE
11070410,SP,Santos,13,Rua Hércules Florence
5361070.0,NE,NE,NE,NE
30830300,MG,Belo Horizonte,31,Rua Camboriú
9760410.0,NE,NE,NE,NE
9760410.0,NE,NE,NE,NE
49025510,SE,Aracaju,79,Rua Moacir Wanderley
65600090,MA,Caxias,99,Rua Teófilo Dias
6657460.0,NE,NE,NE,NE
78300000,MT,Tangará da Serra,65,NE
20561170,RJ,Rio de Janeiro,21,Rua Marianópolis
6145129.0,NE,NE,NE,NE
25880000,RJ,Sapucaia,24,NE
69068661,AM,Manaus,92,Beco Nova República
72241601,DF,Brasília,61,Quadra QNP 15 Conjunto A
69097140,AM,Manaus,92,Travessa Lagoinha
11740000,SP,Itanhaém,13,NE
45400000,BA,Valença,75,NE
5361070.0,NE,NE,NE,NE
51130290,PE,Recife,81,Rua Baltazar Passos
5361070.0,NE,NE,NE,NE
29850000,ES,Ecoporanga,27,NE
54330675,PE,Jaboatão dos Guararapes,81,Rua Santa Fé
54330675,PE,Jaboatão dos Guararapes,81,Rua Santa Fé
14680000,SP,Jardinópolis,16,NE
65071383,MA,São Luís,98,Avenida Neiva Moreira
41830610,BA,Salvador,71,Alameda Morano
30480020.0,NE,NE,NE,NE
30840020,MG,Belo Horizonte,31,Rua dos Médicos
86086100,PR,Londrina,43,Rua Guilhermina Lahmann
69082422,AM,Manaus,92,Rua Santa Maria
64018060,PI,Teresina,86,Rua Riachuelo
64018060,PI,Teresina,86,Rua Riachuelo
59596000,RN,Galinhos,,NE
64110000,PI,José de Freitas,,NE
77040042.0,NE,NE,NE,NE
40731595,BA,Salvador,71,Rua Eixo 35
64110000,PI,José de Freitas,,NE
77027068,TO,Palmas,63,Quadra ARSE 152 QD 4
75113170,GO,Anápolis,62,Avenida Mato Grosso
74353240,GO,Goiânia,62,Rua Presidente José Linhares
44077780,BA,Feira de Santana,75,Rua Aristeu de Queiroz
83402460,PR,Colombo,41,Rua Maria Razoto Alberti
13203532,SP,Jundiaí,11,Rua Antonio Alves de Campos
83402460,PR,Colombo,41,Rua Maria Razoto Alberti
24436455,RJ,São Gonçalo,21,Rua Porto da Pedra
489567.0,NE,NE,NE,NE
98789320,RS,Santa Rosa,55,Rua Oeste
65045100,MA,São Luís,98,Rua Boa Vista
14094128,SP,Ribeirão Preto,16,Rua Irineu Colucço
65045100,MA,São Luís,98,Rua Boa Vista
36770067,MG,Cataguases,32,Avenida Rotary
14094128,SP,Ribeirão Preto,16,Rua Irineu Colucço
69068540,AM,Manaus,92,Rua Chile
65045100,MA,São Luís,98,Rua Boa Vista
66045100,PA,Belém,91,Passagem Américo Pedroso
44075135,BA,Feira de Santana,75,Rua Visconde de Cairu
36830000,MG,Espera Feliz,32,NE
77910000,TO,Darcinópolis,,NE
77919000.0,NE,NE,NE,NE
17800000,SP,Adamantina,18,NE
60875435,CE,Fortaleza,85,Rua 13
2315248.0,NE,NE,NE,NE
79108274,MS,Campo Grande,67,Rua Paraibana
3940000.0,NE,NE,NE,NE
14780160,SP,Barretos,17,Rua 38
65755000,MA,Joselândia,,NE
65755000,MA,Joselândia,,NE
39850000,MG,Ataléia,,NE
96030270,RS,Pelotas,53,Rua Carlos de Carvalho
39850000,MG,Ataléia,,NE
25510000,RJ,São João de Meriti,21,Rodovia Presidente Dutra
39401874,MG,Montes Claros,38,Rua Santa Maria
5223120.0,NE,NE,NE,NE
13411500,SP,Piracicaba,19,Rua São Benjamim
39401874,MG,Montes Claros,38,Rua Santa Maria
38415201,MG,Uberlândia,34,Rua Jovino Costa Sampaio
18557800.0,NE,NE,NE,NE
18557800.0,NE,NE,NE,NE
41180015,BA,Salvador,71,Rua Amazonas de Baixo
68374260,PA,Altamira,93,Travessa Alagoas
6365210.0,NE,NE,NE,NE
6365210.0,NE,NE,NE,NE
65042853,MA,São Luís,98,Rua Bom Jesus
86819000,PR,Apucarana,43,NE
86819000,PR,Apucarana,43,NE
4917120.0,NE,NE,NE,NE
4917120.0,NE,NE,NE,NE
18600000.0,NE,NE,NE,NE
36025001,MG,Juiz de Fora,32,Rua São Mateus
12235340,SP,São José dos Campos,12,Rua Mar Del Plata
3254340.0,NE,NE,NE,NE
26175140,RJ,Belford Roxo,21,Rua São Cristóvão
26175140,RJ,Belford Roxo,21,Rua São Cristóvão
53050260,PE,Olinda,81,Avenida São João Batista
15870000,SP,Catiguá,,NE
15870000,SP,Catiguá,,NE
78056203,MT,Cuiabá,65,Rua das Camélias
78056203,MT,Cuiabá,65,Rua das Camélias
78056203,MT,Cuiabá,65,Rua das Camélias
78056203,MT,Cuiabá,65,Rua das Camélias
29103040,ES,Vila Velha,27,Rua Stambul
33120410,MG,Santa Luzia,31,Rua Miracaju
29103040,ES,Vila Velha,27,Rua Stambul
3801060.0,NE,NE,NE,NE
58069417,PB,João Pessoa,83,Rua Marluce Belmont Cavalcante
29192718,ES,Aracruz,27,Rua Oriente Médio
29192718,ES,Aracruz,27,Rua Oriente Médio
76200000,GO,Iporá,,NE
88955000,SC,Balneário Gaivota,,NE
88955000,SC,Balneário Gaivota,,NE
17527120,SP,Marília,14,Rua Adair Martins
91240001,RS,Porto Alegre,51,Rua Carlos Estevão
37945000,MG,São José da Barra,,NE
37945000,MG,São José da Barra,,NE
21660020,RJ,Rio de Janeiro,21,Rua Marcos de Macedo
21660020,RJ,Rio de Janeiro,21,Rua Marcos de Macedo
21660020,RJ,Rio de Janeiro,21,Rua Marcos de Macedo
21660020,RJ,Rio de Janeiro,21,Rua Marcos de Macedo
21660020,RJ,Rio de Janeiro,21,Rua Marcos de Macedo
21660020,RJ,Rio de Janeiro,21,Rua Marcos de Macedo
4822360.0,NE,NE,NE,NE
4822360.0,NE,NE,NE,NE
25264359,RJ,Duque de Caxias,21,Rua Bom Jesus
72855308,GO,Luziânia,61,Quadra Quadra 8
58025180,PB,João Pessoa,83,Rua Manoel Torres
36976000,MG,Alto Jequitibá,,NE
76100000,GO,São Luís de Montes Belos,,NE
72855308,GO,Luziânia,61,Quadra Quadra 8
72855308,GO,Luziânia,61,Quadra Quadra 8
87710350,PR,Paranavaí,44,Rua Miguel Couto
64800000.0,NE,NE,NE,NE
48440000,BA,Ribeira do Amparo,,NE
6683220.0,NE,NE,NE,NE
6683220.0,NE,NE,NE,NE
69415000,AM,Iranduba,,NE
74369002,GO,Goiânia,62,Rua CV15
7864360.0,NE,NE,NE,NE
4720.0,NE,NE,NE,NE
44190000,BA,Santo Estevão,,NE
29230000,ES,Anchieta,28,NE
29230000,ES,Anchieta,28,NE
9855670.0,NE,NE,NE,NE
9855670.0,NE,NE,NE,NE
86615000,PR,Miraselva,,NE
5038040.0,NE,NE,NE,NE
86615000,PR,Miraselva,,NE
9855670.0,NE,NE,NE,NE
26150060,RJ,Belford Roxo,21,Rua Antônio Cardoso
79005300,MS,Campo Grande,67,Avenida Salgado Filho
49065070,SE,Aracaju,79,Vila Ana
26150060,RJ,Belford Roxo,21,Rua Antônio Cardoso
49065070,SE,Aracaju,79,Vila Ana
45992063,BA,Teixeira de Freitas,73,Rua Pau D'Arco
74905640,GO,Aparecida de Goiânia,62,Rua Potiguaras
24866608,RJ,Itaboraí,21,Rua Doralina Corrêa
78580000,MT,Alta Floresta,66,NE
26155263,RJ,Belford Roxo,21,Rua Dona Eulália
79823353,MS,Dourados,67,Rua Sônia Maria L. Volpato
79823352,MS,Dourados,67,Rua Cláudio Goelzer
24456130,RJ,São Gonçalo,21,Rua Guarapari
95231313.0,NE,NE,NE,NE
87504606,PR,Umuarama,44,Rua Van Gogh
31742114,MG,Belo Horizonte,31,Rua Professora Gabriela Varela
79560000,MS,Chapadão do Sul,,NE
18540000,SP,Porto Feliz,15,NE
75391786,GO,Trindade,,Rua 103
89510580,SC,Caçador,49,Rua Salvador
16880000,SP,Valparaíso,18,NE
75391786,GO,Trindade,,Rua 103
67040800,PA,Ananindeua,91,Rua Girassol
69082823,AM,Manaus,92,Rua Piranga
45807000,BA,Santa Cruz Cabrália,73,NE
69082823,AM,Manaus,92,Rua Piranga
4429140.0,NE,NE,NE,NE
35634176.0,NE,NE,NE,NE
17340000,SP,Barra Bonita,14,NE
6390400.0,NE,NE,NE,NE
76952000,RO,Alto Alegre dos Parecis,,NE
14780160,SP,Barretos,17,Rua 38
6390400.0,NE,NE,NE,NE
55643210,PE,Gravatá,81,Rua Antônio Eudoxio Ramos
41680050,BA,Salvador,71,Rua Bicuíba
24742340,RJ,São Gonçalo,21,Rua Paulo Moreira
39390000,MG,Bocaiúva,38,NE
24742340,RJ,São Gonçalo,21,Rua Paulo Moreira
24742340,RJ,São Gonçalo,21,Rua Paulo Moreira
29120750,ES,Vila Velha,27,Rua Ubirajara
24742340,RJ,São Gonçalo,21,Rua Paulo Moreira
58119000,PB,São Sebastião de Lagoa de Roça,,NE
25804010,RJ,Três Rios,24,Rua Barão do Rio Branco
44088654,BA,Feira de Santana,75,Rua das Jazidas
21371270,RJ,Rio de Janeiro,21,Rua Baepina
23056070,RJ,Rio de Janeiro,21,Rua dos Caquizeiros
44088654,BA,Feira de Santana,75,Rua das Jazidas
23056070,RJ,Rio de Janeiro,21,Rua dos Caquizeiros
49095000,SE,Aracaju,79,Avenida Presidente Tancredo Neves
18071320,SP,Sorocaba,15,Rua Antônio Maurício de Camargo
18071320,SP,Sorocaba,15,Rua Antônio Maurício de Camargo
26030460,RJ,Nova Iguaçu,21,Rua Francisco Moreira de Queiroga
18071320,SP,Sorocaba,15,Rua Antônio Maurício de Camargo
65082483,MA,São Luís,98,Rua Quatorze
96412560,RS,Bagé,53,Rua Nicanor Pena Médici
65082657,MA,São Luís,98,Rua Getúlio Vargas
65086795,MA,São Luís,98,Avenida Polinésia
45828516,BA,Eunápolis,73,Rua Professora Márcia Medeiros Santos
25525810,RJ,São João de Meriti,21,Rua Zimbro
45828516,BA,Eunápolis,73,Rua Professora Márcia Medeiros Santos
58420200,PB,Campina Grande,83,Rua Severino da Conceição
14821172,SP,Américo Brasiliense,16,Rua Francisco Fernandes
58420200,PB,Campina Grande,83,Rua Severino da Conceição
8240230.0,NE,NE,NE,NE
71884561,DF,Brasília,61,Quadra QS 15 Conjunto 1
6700464.0,NE,NE,NE,NE
88490000,SC,Paulo Lopes,,NE
9310140.0,NE,NE,NE,NE
24344160,RJ,Niterói,21,Rua Augusto Gomes da Silva Sobrinho
54230032,PE,Jaboatão dos Guararapes,81,Rua Cinco
58074120,PB,João Pessoa,83,Rua Otávio Félix Pereira
58074120,PB,João Pessoa,83,Rua Otávio Félix Pereira
28930000,RJ,Arraial do Cabo,22,NE
88955000,SC,Balneário Gaivota,,NE
45657350,BA,Ilhéus,73,Rua da Amizade
40310015,BA,Salvador,71,Rua General Mascarenhas de Moraes
41500660,BA,Salvador,71,Avenida Aliomar Baleeiro
13058691,SP,Campinas,19,Rua Rio Capivari
23970000,RJ,Paraty,,NE
68515000,PA,Parauapebas,94,NE
47813136,BA,Barreiras,77,Avenida Horto Florestal
68903855,AP,Macapá,96,Rua Setentrional
15910000,SP,Monte Alto,16,NE
72006305,DF,Brasília,61,Rua Rua 4 Chácara 260
38210000,MG,Pirajuba,,NE
93025674,RS,São Leopoldo,51,Avenida Thomaz Edison
68530000,PA,Rio Maria,94,NE
72006305,DF,Brasília,61,Rua Rua 4 Chácara 260
74210045,GO,Goiânia,62,Avenida T 1
72006305,DF,Brasília,61,Rua Rua 4 Chácara 260
74210045,GO,Goiânia,62,Avenida T 1
74210045,GO,Goiânia,62,Avenida T 1
74210045,GO,Goiânia,62,Avenida T 1
72006305,DF,Brasília,61,Rua Rua 4 Chácara 260
74210045,GO,Goiânia,62,Avenida T 1
74210045,GO,Goiânia,62,Avenida T 1
74210045,GO,Goiânia,62,Avenida T 1
72006305,DF,Brasília,61,Rua Rua 4 Chácara 260
2327180.0,NE,NE,NE,NE
21360110,RJ,Rio de Janeiro,21,Rua Piraquê
21044040,RJ,Rio de Janeiro,21,Rua Darci Vargas
21360110,RJ,Rio de Janeiro,21,Rua Piraquê
21044040,RJ,Rio de Janeiro,21,Rua Darci Vargas
21360110,RJ,Rio de Janeiro,21,Rua Piraquê
23580000,RJ,Rio de Janeiro,21,Jardim Bela Vista
16370000,SP,Promissão,14,NE
13132040.0,NE,NE,NE,NE
65345000,MA,Igarapé do Meio,98,NE
29970000,ES,Pedro Canário,27,NE
13848136,SP,Mogi Guaçu,19,Rua João Batista Coelho
60060400,CE,Fortaleza,85,Rua Padre Justino
60060400,CE,Fortaleza,85,Rua Padre Justino
64004190,PI,Teresina,86,Rua Deputado João Moura Santos
24421310,RJ,São Gonçalo,21,Rua Antônio Guedes
27265500,RJ,Volta Redonda,24,Rua Moacir M Padilha
75905630,GO,Rio Verde,64,Rua das Turmalinas
27197000,RJ,Pinheiral,24,NE
24421310,RJ,São Gonçalo,21,Rua Antônio Guedes
85060320,PR,Guarapuava,42,Rua Fortaleza
85060320,PR,Guarapuava,42,Rua Fortaleza
85060320,PR,Guarapuava,42,Rua Fortaleza
45985194,BA,Teixeira de Freitas,73,Rua Prudente de Moraes
27335330,RJ,Barra Mansa,24,Rua Alecrim
85060320,PR,Guarapuava,42,Rua Fortaleza
50721310,PE,Recife,81,Rua Rio Jiquiá
45985194,BA,Teixeira de Freitas,73,Rua Prudente de Moraes
83321240,PR,Pinhais,41,Rua Rui Barbosa
93025674,RS,São Leopoldo,51,Avenida Thomaz Edison
95180000.0,NE,NE,NE,NE
95180000.0,NE,NE,NE,NE
55870000,PE,Timbaúba,81,NE
79935000,MS,Sete Quedas,,NE
49565000,SE,Macambira,,NE
79935000,MS,Sete Quedas,,NE
49042400,SE,Aracaju,79,Rua João Barbosa
49160000,SE,Nossa Senhora do Socorro,,NE
69025025,AM,Manaus,92,Avenida Nhamundá
12422460,SP,Pindamonhangaba,12,Rua Professora Idalina César
29149585.0,NE,NE,NE,NE
84046030,PR,Ponta Grossa,42,Rua Íbis
84046030,PR,Ponta Grossa,42,Rua Íbis
84046030,PR,Ponta Grossa,42,Rua Íbis
12422460,SP,Pindamonhangaba,12,Rua Professora Idalina César
89511060,SC,Caçador,49,Rua João de Barro
57035557,AL,Maceió,82,Rua Paulina Maria Mendonça
98915000,RS,Independência,55,NE
29176214,ES,Serra,27,Rua das Palmeiras
29176214,ES,Serra,27,Rua das Palmeiras
29176214,ES,Serra,27,Rua das Palmeiras
79822497,MS,Dourados,67,Rua Orides Vitali dos Santos
79822497,MS,Dourados,67,Rua Orides Vitali dos Santos
56300000.0,NE,NE,NE,NE
45998540.0,NE,NE,NE,NE
41100745,BA,Salvador,71,Rua Alto da Bela Vista
99345000,RS,Tio Hugo,54,NE
41100745,BA,Salvador,71,Rua Alto da Bela Vista
75911058,GO,Rio Verde,64,Rua Uberlândia
75911058,GO,Rio Verde,64,Rua Uberlândia
2036022.0,NE,NE,NE,NE
2036022.0,NE,NE,NE,NE
75737000.0,NE,NE,NE,NE
8226010.0,NE,NE,NE,NE
21540480,RJ,Rio de Janeiro,21,Rua Tingua
35300205,MG,Caratinga,33,Rua Quirino Eugênio
72631138,DF,Brasília,61,Avenida Ponte Alta Quadra 405
53140350,PE,Olinda,81,Rua Riachuelo
85139400,PR,Guarapuava,42,NE
76200000,GO,Iporá,,NE
76200000,GO,Iporá,,NE
11920000,SP,Iguape,13,NE
65080400.0,NE,NE,NE,NE
65400400.0,NE,NE,NE,NE
24436110,RJ,São Gonçalo,21,Rua Vinte e Dois de Setembro
26980000,RJ,Paty do Alferes,24,NE
78118015,MT,Várzea Grande,65,Rua Deputado Emanuel Pinheiro da Silva Primo
78115200,MT,Várzea Grande,65,Alameda Júlio Muller
5017020.0,NE,NE,NE,NE
85565000,PR,Sulina,,NE
12954760,SP,Atibaia,11,Estrada Velha Bragança Paulista
9973240.0,NE,NE,NE,NE
85565000,PR,Sulina,,NE
12954760,SP,Atibaia,11,Estrada Velha Bragança Paulista
61659100,CE,Caucaia,85,Rua E
44071680,BA,Feira de Santana,75,Rua Quito
65068851,MA,São Luís,98,Rua D
69048090,AM,Manaus,92,Rua do Advento
18530000,SP,Tietê,15,NE
13091516,SP,Campinas,19,Rua Doutor João Quirino do Nascimento
23585160,RJ,Rio de Janeiro,21,Rua Carlos Olímpio de Mello
30775000,MG,Belo Horizonte,31,Rua Cascadura
41635080,BA,Salvador,71,Rua do Monte
41635080,BA,Salvador,71,Rua do Monte
41635080,BA,Salvador,71,Rua do Monte
41635080,BA,Salvador,71,Rua do Monte
6124090.0,NE,NE,NE,NE
28909774,RJ,Cabo Frio,22,Rua Aurora
58076100,PB,João Pessoa,83,Rua Ex-Combatente Assis Luís
28950000,RJ,Armação dos Búzios,22,NE
88540000,SC,Otacílio Costa,49,NE
74825020,GO,Goiânia,62,Avenida Antônio Martins Borges
74825020,GO,Goiânia,62,Avenida Antônio Martins Borges
74825020,GO,Goiânia,62,Avenida Antônio Martins Borges
48120000,BA,Pojuca,71,NE
46830000,BA,Andaraí,,NE
35770000,MG,Caetanópolis,31,NE
35770000,MG,Caetanópolis,31,NE
35770000,MG,Caetanópolis,31,NE
56509725,PE,Arcoverde,87,Rua Alvani Bezerra dos Anjos
22773100,RJ,Rio de Janeiro,21,Rua Jericó
45848000,BA,Itabela,73,NE
18125000,SP,Alumínio,11,NE
57530000,AL,Canapi,,NE
57530000,AL,Canapi,,NE
6415240.0,NE,NE,NE,NE
58052000,PB,João Pessoa,83,Rua Bancário Sérgio Guerra
24710170,RJ,São Gonçalo,21,Rua Jair Marinho
21675380,RJ,Rio de Janeiro,21,Rua Orélia
79034230,MS,Campo Grande,67,Rua Jamil Basmage
8223150.0,NE,NE,NE,NE
78480000,MT,Acorizal,,NE
78480000,MT,Acorizal,,NE
38408290,MG,Uberlândia,34,Avenida Ana Godoy de Souza
78480000,MT,Acorizal,,NE
38408290,MG,Uberlândia,34,Avenida Ana Godoy de Souza
12229010,SP,São José dos Campos,12,Rua Waldemar Teixeira
69088474,AM,Manaus,92,Rua Cássia Baiana
69088474,AM,Manaus,92,Rua Cássia Baiana
62503158,CE,Itapipoca,88,Rua José Corpes
74966010,GO,Aparecida de Goiânia,62,Rua 51
74966010,GO,Aparecida de Goiânia,62,Rua 51
74430090,GO,Goiânia,62,Rua Barão de Mauá
74430090,GO,Goiânia,62,Rua Barão de Mauá
68505270,PA,Marabá,94,Quadra Dez
68505270,PA,Marabá,94,Quadra Dez
68505270,PA,Marabá,94,Quadra Dez
13425830,SP,Piracicaba,19,Rua Pedro Perin
36030660,MG,Juiz de Fora,32,Rua Elmaia Cunha
76811124,RO,Porto Velho,69,Rua Resplendor
49048520,SE,Aracaju,79,Rua João Carlos de Oliveira
67040135,PA,Ananindeua,91,Quadra Nove
55019380,PE,Caruaru,81,Rua Capitão Eduardo Ferreira Monte
72851020,GO,Luziânia,61,Rua Urbano de Moura
76590000,GO,São Miguel do Araguaia,,NE
76590000,GO,São Miguel do Araguaia,,NE
57041365,AL,Maceió,82,Travessa Clube de Regatas Brasil
6045080.0,NE,NE,NE,NE
91560000,RS,Porto Alegre,51,Estrada João de Oliveira Remião
77001234,TO,Palmas,63,Quadra 303 Norte Alameda 17
6465050.0,NE,NE,NE,NE
79070170,MS,Campo Grande,67,Avenida Joana D'Arc
79070170,MS,Campo Grande,67,Avenida Joana D'Arc
11630000,SP,Ilhabela,12,NE
21371270,RJ,Rio de Janeiro,21,Rua Baepina
21371270,RJ,Rio de Janeiro,21,Rua Baepina
33880000,MG,Ribeirão das Neves,31,Rua Soldado Raimundo Pereira da Costa
38690000,MG,Formoso,,NE
14820082,SP,Américo Brasiliense,16,Avenida Francisco Justo
14350000,SP,Altinópolis,16,NE
67600000.0,NE,NE,NE,NE
61760000,CE,Eusébio,85,NE
61760000,CE,Eusébio,85,NE
7793270.0,NE,NE,NE,NE
58030002,PB,João Pessoa,83,Avenida Presidente Epitácio Pessoa
28930000,RJ,Arraial do Cabo,22,NE
8050090.0,NE,NE,NE,NE
32310470,MG,Contagem,31,Rua Damas Ribeiro
7023022.0,NE,NE,NE,NE
2860001.0,NE,NE,NE,NE
18190000,SP,Araçoiaba da Serra,15,NE
7023022.0,NE,NE,NE,NE
24859488,RJ,Itaboraí,21,Avenida Cabo José Rodrigues
72870416,GO,Valparaíso de Goiás,61,Rua 1
62785000,CE,Acarape,,NE
49100000,SE,São Cristóvão,79,NE
49100000,SE,São Cristóvão,79,NE
36661136.0,NE,NE,NE,NE
36661136.0,NE,NE,NE,NE
68555011,PA,Xinguara,94,Avenida Xingu
58037030,PB,João Pessoa,83,Avenida Governador Argemiro de Figueiredo
78030480,MT,Cuiabá,65,Rua Professor Félix de Miranda
29178220,ES,Serra,27,Avenida Montanha
64025140,PI,Teresina,86,Quadra Parque Piauí
25020425.0,NE,NE,NE,NE
12570000,SP,Aparecida,12,NE
12570000,SP,Aparecida,12,NE
2866020.0,NE,NE,NE,NE
23916005,RJ,Angra dos Reis,24,Avenida Antônio Bertholdo da Silva Jordão
2866020.0,NE,NE,NE,NE
23916005,RJ,Angra dos Reis,24,Avenida Antônio Bertholdo da Silva Jordão
23916005,RJ,Angra dos Reis,24,Avenida Antônio Bertholdo da Silva Jordão
41195705,BA,Salvador,71,2ª Travessa Muricy
48902503,BA,Juazeiro,74,Rua Carlos Drummond de Andrade
6152250.0,NE,NE,NE,NE
6152250.0,NE,NE,NE,NE
39401488,MG,Montes Claros,38,Rua da Sé
4859355.0,NE,NE,NE,NE
64079137,PI,Teresina,86,Rua Polônia
81200150,PR,Curitiba,41,Rua João Domachoski
81200150,PR,Curitiba,41,Rua João Domachoski
20551075,RJ,Rio de Janeiro,21,Rua Torres Homem
29164335,ES,Serra,27,Rua Augusto dos Anjos
29164335,ES,Serra,27,Rua Augusto dos Anjos
13503290,SP,Rio Claro,19,Rua 18
5361070.0,NE,NE,NE,NE
23510360,RJ,Rio de Janeiro,21,Avenida Antares
88054030,SC,Florianópolis,48,Rua Manoel Mancellos Moura
88054030,SC,Florianópolis,48,Rua Manoel Mancellos Moura
13211693,SP,Jundiaí,11,Avenida César Puglia
82115170,PR,Curitiba,41,Rua Afonso Gonçalves Arantes
61925310,CE,Maracanaú,85,Avenida Contorno Oeste
61925310,CE,Maracanaú,85,Avenida Contorno Oeste
82115170,PR,Curitiba,41,Rua Afonso Gonçalves Arantes
79550000,MS,Costa Rica,,NE
64077222,PI,Teresina,86,Quadra 72
28460000,RJ,Miracema,22,NE
74367635,GO,Goiânia,62,Avenida Milão
87506475,PR,Umuarama,44,Rua Domingos Cano Lopes
33231028.0,NE,NE,NE,NE
16400050,SP,Lins,14,Avenida Tiradentes
74367635,GO,Goiânia,62,Avenida Milão
74367635,GO,Goiânia,62,Avenida Milão
74367635,GO,Goiânia,62,Avenida Milão
64008370,PI,Teresina,86,Rua Benedito José Filho
64008370,PI,Teresina,86,Rua Benedito José Filho
74367635,GO,Goiânia,62,Avenida Milão
68400000,PA,Cametá,91,NE
75085650,GO,Anápolis,62,Rua Graciano Artiaga da Silva
75085650,GO,Anápolis,62,Rua Graciano Artiaga da Silva
68400000,PA,Cametá,91,NE
29171449,ES,Serra,27,Rua Jaçanã
40226530,BA,Salvador,71,Rua Chácara Santo Onofre
95178210,RS,Farroupilha,54,Rua Porto Alegre
59631190,RN,Mossoró,84,Rua Frederico Trota
31742100,MG,Belo Horizonte,31,Rua Roberto Carlos de Almeida Cunha
3515010.0,NE,NE,NE,NE
45657768,BA,Ilhéus,73,Rua Flamboyant
31540680,MG,Belo Horizonte,31,Rua Castro Alves
4292000.0,NE,NE,NE,NE
45657768,BA,Ilhéus,73,Rua Flamboyant
58086230,PB,João Pessoa,83,Rua São Benedito
65470000,MA,São Mateus do Maranhão,99,NE
16021200,SP,Araçatuba,18,Rua Roque Safiotti
68515000,PA,Parauapebas,94,NE
29056195,ES,Vitória,27,Rua Anabyr Lopes França
29056195,ES,Vitória,27,Rua Anabyr Lopes França
41211770,BA,Salvador,71,3ª Travessa Augusto de Carvalho
4438070.0,NE,NE,NE,NE
57017075,AL,Maceió,82,Avenida Doutor Francisco de Menezes
30820320,MG,Belo Horizonte,31,Rua Cenáculo
57017075,AL,Maceió,82,Avenida Doutor Francisco de Menezes
84033110,PR,Ponta Grossa,42,Rua Padre Marcos Cavanis
6152250.0,NE,NE,NE,NE
12340595,SP,Jacareí,12,Avenida Cesarina Ribeiro Casemiro
88160150,SC,Biguaçu,48,Rua Justino Adalberto Leal
13304720,SP,Itu,11,Rua José Rodrigues da Silva
6152250.0,NE,NE,NE,NE
13304720,SP,Itu,11,Rua José Rodrigues da Silva
13304720,SP,Itu,11,Rua José Rodrigues da Silva
13186012,SP,Hortolândia,19,Rua Monteiro Lobato
68742215,PA,Castanhal,91,Alameda Orlando Martins
69020190,AM,Manaus,92,Avenida Nhamundá
59338000,RN,Tenente Laurentino Cruz,,NE
9310460.0,NE,NE,NE,NE
86165000,PR,Florestópolis,,NE
14870034.0,NE,NE,NE,NE
14870034.0,NE,NE,NE,NE
74475058,GO,Goiânia,62,Rua Shalon
74475058,GO,Goiânia,62,Rua Shalon
30840630,MG,Belo Horizonte,31,Rua Francisco Magalhães Gomes
88359502,SC,Brusque,47,Rua Anna Heil
18060035,SP,Sorocaba,15,Rua Doutor Fernando Costa
60830760.0,NE,NE,NE,NE
60830760.0,NE,NE,NE,NE
58065075,PB,João Pessoa,83,Rua Severina Crispim Veras
99750000,RS,Erval Grande,54,NE
49097580,SE,Aracaju,79,Rua Sinésia Barreto Moura
99750000,RS,Erval Grande,54,NE
99750000,RS,Erval Grande,54,NE
99750000,RS,Erval Grande,54,NE
31310380,MG,Belo Horizonte,31,Rua Desembargador Alarico Barroso
25956280,RJ,Teresópolis,21,Rua São Pedro
5361070.0,NE,NE,NE,NE
5361070.0,NE,NE,NE,NE
31310380,MG,Belo Horizonte,31,Rua Desembargador Alarico Barroso
