cep,estado,cidade,ddd,logradouro
2567200.0,NE,NE,NE,NE
2567200.0,NE,NE,NE,NE
2353110.0,NE,NE,NE,NE
2353110.0,NE,NE,NE,NE
58039000,PB,João Pessoa,83,Avenida Presidente Epitácio Pessoa
66070070,PA,Belém,91,Passagem Ceará
11705300,SP,Praia Grande,13,Avenida João André Quintale
66020447,PA,Belém,91,Rua Óbidos
66020447,PA,Belém,91,Rua Óbidos
66020447,PA,Belém,91,Rua Óbidos
26292334,RJ,Nova Iguaçu,21,Rua Doutor Albert Sabin
21330560,RJ,Rio de Janeiro,21,Rua Izidora
58390000,PB,Alagoinha,,NE
24110220,RJ,Niterói,21,Praça Doutor Eneias de Castro
65056480,MA,São Luís,98,Avenida dos Libaneses
68035310,PA,Santarém,93,Rua Tomé de Souza
71884776,DF,Brasília,61,Quadra QS 25 Conjunto 3
71884776,DF,Brasília,61,Quadra QS 25 Conjunto 3
64003830,PI,Teresina,86,Rua Chico Doca
20560121,RJ,Rio de Janeiro,21,Rua Visconde de Santa Isabel
20560121,RJ,Rio de Janeiro,21,Rua Visconde de Santa Isabel
20560121,RJ,Rio de Janeiro,21,Rua Visconde de Santa Isabel
56280000,PE,Araripina,87,NE
45821560.0,NE,NE,NE,NE
56270000,PE,Ipubi,,NE
6702155.0,NE,NE,NE,NE
13060726,SP,Campinas,19,Rua Paulo Vianna de Souza
4321000.0,NE,NE,NE,NE
4321000.0,NE,NE,NE,NE
4321000.0,NE,NE,NE,NE
13053255,SP,Campinas,19,Rua Ângelo Ricardo Leprerie
20911450,RJ,Rio de Janeiro,21,Rua Itapoã
60115000,CE,Fortaleza,85,Rua Ildefonso Albano
35675000,MG,Juatuba,31,NE
76680000,GO,Itapuranga,,NE
35675000,MG,Juatuba,31,NE
76680000,GO,Itapuranga,,NE
74495350,GO,Goiânia,62,Rua VC 58
4321000.0,NE,NE,NE,NE
37310000,MG,Bom Jardim de Minas,32,NE
57061290,AL,Maceió,82,Conjunto Village do Planalto
4859060.0,NE,NE,NE,NE
58414080,PB,Campina Grande,83,Rua Rio de Janeiro
29144120,ES,Cariacica,27,Rua São Domingos
14800500,SP,Araraquara,16,Avenida Antonio de Pádua Corrêa
29144120,ES,Cariacica,27,Rua São Domingos
14809500.0,NE,NE,NE,NE
21250550,RJ,Rio de Janeiro,21,Rua Tenente Palestrina
21250550,RJ,Rio de Janeiro,21,Rua Tenente Palestrina
92320020,RS,Canoas,51,Rua Afonso Pena
14060673,SP,Ribeirão Preto,16,Rua Raphael Francisco Lippi
92320020,RS,Canoas,51,Rua Afonso Pena
6516055.0,NE,NE,NE,NE
5861400.0,NE,NE,NE,NE
59064680,RN,Natal,84,Rua Maria Quitéria
59064680,RN,Natal,84,Rua Maria Quitéria
8160020.0,NE,NE,NE,NE
18550642.0,NE,NE,NE,NE
32603040,MG,Betim,31,Rua Duque de Caxias
75085130,GO,Anápolis,62,Rua NS 2
74420140,GO,Goiânia,62,Rua Aristides Bibiano de Carvalho
59215000,RN,Nova Cruz,,NE
20710130,RJ,Rio de Janeiro,21,Rua Lins de Vasconcelos
25243052,RJ,Duque de Caxias,21,Rua Carlos Mozzer
35290000,MG,Mantena,,NE
5795280.0,NE,NE,NE,NE
57120000,AL,Satuba,82,NE
87450000,PR,Tuneiras do Oeste,,NE
65110000,MA,São José de Ribamar,98,NE
17280000,SP,Pederneiras,14,NE
7031000.0,NE,NE,NE,NE
57160000,AL,Marechal Deodoro,82,NE
68555508.0,NE,NE,NE,NE
13056174,SP,Campinas,19,Rua Antônio Rocha Batista
49100000,SE,São Cristóvão,79,NE
75905250,GO,Rio Verde,64,Rua Duque de Caxias
7171440.0,NE,NE,NE,NE
49100000,SE,São Cristóvão,79,NE
32140470,MG,Contagem,31,Rua Monsenhor João Martins
12238480,SP,São José dos Campos,12,Rua Guacui
57045851,AL,Maceió,82,Travessa Camaragibe
78099105,MT,Cuiabá,65,Rua Vinte e Um
23045825,RJ,Rio de Janeiro,21,Rua Joselândia
4917070.0,NE,NE,NE,NE
58079416,PB,João Pessoa,83,Rua Renato Rubens Morais
38048420,MG,Uberaba,34,Rua Francisco Macedo
98170000,RS,Tupanciretã,55,NE
7260280.0,NE,NE,NE,NE
73368432,DF,Brasília,61,Quadra 2 Conjunto E
58334000,PB,São Miguel de Taipu,,NE
45825000.0,NE,NE,NE,NE
45825000.0,NE,NE,NE,NE
45825000.0,NE,NE,NE,NE
45819159.0,NE,NE,NE,NE
44028183,BA,Feira de Santana,75,Rua Flamengo
45828159,BA,Eunápolis,73,Rua Lomanto Júnior
55665000,PE,Camocim de São Félix,81,NE
55665000,PE,Camocim de São Félix,81,NE
4314150.0,NE,NE,NE,NE
4314150.0,NE,NE,NE,NE
28030070,RJ,Campos dos Goytacazes,22,Rua Desembargador Álvaro Ferreira da Silva Pinto
28030070,RJ,Campos dos Goytacazes,22,Rua Desembargador Álvaro Ferreira da Silva Pinto
74494768,GO,Goiânia,62,Rua RY 10
64023600,PI,Teresina,86,Rua Humberto de Campos
30710010,MG,Belo Horizonte,31,Avenida Dom Pedro II
45725000,BA,Santa Cruz da Vitória,,NE
59067660,RN,Natal,84,Rua Quaresmeira
16013150,SP,Araçatuba,18,Avenida Umuarama
60531590,CE,Fortaleza,85,Rua 618
65110000,MA,São José de Ribamar,98,NE
65110000,MA,São José de Ribamar,98,NE
30710010,MG,Belo Horizonte,31,Avenida Dom Pedro II
65110000,MA,São José de Ribamar,98,NE
83302250,PR,Piraquara,41,Rua Coronel Machado Lopes
26116210,RJ,Belford Roxo,21,Rua Castorina
89490000,SC,Três Barras,,NE
78190000,MT,Barão de Melgaço,,NE
42740470,BA,Lauro de Freitas,71,Rua Milton Coelho
42740470,BA,Lauro de Freitas,71,Rua Milton Coelho
42740470,BA,Lauro de Freitas,71,Rua Milton Coelho
11432320,SP,Guarujá,13,Rua das Magnólias
68515000,PA,Parauapebas,94,NE
28800000,RJ,Rio Bonito,21,NE
43850000,BA,São Sebastião do Passe,,NE
3986250.0,NE,NE,NE,NE
56326170,PE,Petrolina,87,Rua da Rolinha
72426095,DF,Brasília,61,Avenida Buriti
44350000,BA,Governador Mangabeira,75,NE
29138394,ES,Viana,27,Rua Ézio Volponi
44350000,BA,Governador Mangabeira,75,NE
58037418,PB,João Pessoa,83,Rua Antônio de Souza Leão
11350090,SP,São Vicente,13,Rua Doutor Roberto Andraus
30644010,MG,Belo Horizonte,31,Rua Hoffman
30644010,MG,Belo Horizonte,31,Rua Hoffman
74684002,GO,Goiânia,62,Rua RF 2
74684002,GO,Goiânia,62,Rua RF 2
77807250,TO,Araguaína,63,Rua 5
77807250,TO,Araguaína,63,Rua 5
38202118,MG,Frutal,34,Rua Marcondes Machado
78216626,MT,Cáceres,,Travessa do Cipó
8695021.0,NE,NE,NE,NE
78216626,MT,Cáceres,,Travessa do Cipó
78216626,MT,Cáceres,,Travessa do Cipó
65905342,MA,Imperatriz,99,Rua Doze
59380000,RN,Currais Novos,84,NE
79940000,MS,Caarapó,,NE
78216626,MT,Cáceres,,Travessa do Cipó
78216626,MT,Cáceres,,Travessa do Cipó
85884000,PR,Medianeira,45,NE
85884000,PR,Medianeira,45,NE
4476490.0,NE,NE,NE,NE
26170400,RJ,Belford Roxo,21,Rua Pernambuco
26170400,RJ,Belford Roxo,21,Rua Pernambuco
78790000,MT,Itiquira,,NE
13033690,SP,Campinas,19,Rua Monsenhor Agnaldo José Gonçalves
32050000,MG,Contagem,31,Rua VL - 43
59064120,RN,Natal,84,Rua Padre Menezes
66890904.0,NE,NE,NE,NE
94950500,RS,Cachoeirinha,51,Rua Petrópolis
68909045,AP,Macapá,96,Avenida Alexandre Ferreira da Silva
94950500,RS,Cachoeirinha,51,Rua Petrópolis
66030610,PA,Belém,91,Rua Timbiras
94950500,RS,Cachoeirinha,51,Rua Petrópolis
13574560,SP,São Carlos,16,Rua Porceno Marino
68909045,AP,Macapá,96,Avenida Alexandre Ferreira da Silva
86063250,PR,Londrina,43,Rua Alexander Graham Bell
13574560,SP,São Carlos,16,Rua Porceno Marino
68909045,AP,Macapá,96,Avenida Alexandre Ferreira da Silva
2309000.0,NE,NE,NE,NE
2309000.0,NE,NE,NE,NE
17650000,SP,Herculândia,14,NE
2309000.0,NE,NE,NE,NE
2309000.0,NE,NE,NE,NE
2309000.0,NE,NE,NE,NE
69312148,RR,Boa Vista,95,Rua Jair Alves dos Reis
12030100,SP,Taubaté,12,Rua Honório Jovino
8300035.0,NE,NE,NE,NE
38520000,MG,Romaria,34,NE
68600000,PA,Bragança,91,NE
57014518,AL,Maceió,82,Rua Valdo Araújo de Azevedo
36520000,MG,Visconde do Rio Branco,32,NE
83000535.0,NE,NE,NE,NE
50070070,PE,Recife,81,Rua Dom Bosco
15085890,SP,São José do Rio Preto,17,Avenida Benedito Rodrigues Lisboa
15085890,SP,São José do Rio Preto,17,Avenida Benedito Rodrigues Lisboa
25085040,RJ,Duque de Caxias,21,Rua Barbosa Rodrigues
41211190,BA,Salvador,71,Rua Estrela D'alva
41211190,BA,Salvador,71,Rua Estrela D'alva
41211190,BA,Salvador,71,Rua Estrela D'alva
17063520,SP,Bauru,14,Rua Walter Barreto Melchert
17063520,SP,Bauru,14,Rua Walter Barreto Melchert
78035310,MT,Cuiabá,65,Rua M
17063520,SP,Bauru,14,Rua Walter Barreto Melchert
58066117,PB,João Pessoa,83,Rua Arcoverde
41412265,BA,Salvador,71,Rua Viver Salvador
65365000,MA,Zé Doca,98,NE
41412265,BA,Salvador,71,Rua Viver Salvador
37137498,MG,Alfenas,35,Avenida Lincoln Westin da Silveira
65515000,MA,Buriti,98,NE
25610106,RJ,Petrópolis,24,Estrada da Saudade
68515000,PA,Parauapebas,94,NE
66825190,PA,Belém,91,Rua Olaria III
34600640,MG,Sabará,31,Rua Monte Carmelo
66825190,PA,Belém,91,Rua Olaria III
83709100,PR,Araucária,41,Rua Alberto Lesniowski
28020245,RJ,Campos dos Goytacazes,22,Rua Olegário Mariano
38046738,MG,Uberaba,34,Rua Caiobá
60351500,CE,Fortaleza,85,Vila Auriflame
38046738,MG,Uberaba,34,Rua Caiobá
13058090,SP,Campinas,19,Rua Laudelina de Campos Mello
38046738,MG,Uberaba,34,Rua Caiobá
32677032,MG,Betim,31,Rua L
33840230,MG,Ribeirão das Neves,31,Rua das Camélias
13058090,SP,Campinas,19,Rua Laudelina de Campos Mello
44054040,BA,Feira de Santana,75,Rua Aimoré
44054040,BA,Feira de Santana,75,Rua Aimoré
17780000,SP,Lucélia,18,NE
27525590,RJ,Resende,24,Rua Seis
17780000,SP,Lucélia,18,NE
5169000.0,NE,NE,NE,NE
9761050.0,NE,NE,NE,NE
16406064,SP,Lins,14,Rua Antônio Fogolin Filho
6447190.0,NE,NE,NE,NE
36400000.0,NE,NE,NE,NE
88820000,SC,Içara,,NE
41150000,BA,Salvador,71,Rua Silveira Martins
74453480,GO,Goiânia,62,Rua Barroso Neto
49035190,SE,Aracaju,79,Rua Urbano Neto
49035190,SE,Aracaju,79,Rua Urbano Neto
554120.0,NE,NE,NE,NE
45960000,BA,Medeiros Neto,73,NE
22775060,RJ,Rio de Janeiro,21,Rua Aroazes
68515000,PA,Parauapebas,94,NE
49810000,SE,Poço Redondo,79,NE
49810000,SE,Poço Redondo,79,NE
31620060,MG,Belo Horizonte,31,Rua Belgrado
27214615,RJ,Volta Redonda,24,Rua Bela Vista
27214615,RJ,Volta Redonda,24,Rua Bela Vista
69048580,AM,Manaus,92,Rua Ibipeba
69048580,AM,Manaus,92,Rua Ibipeba
59570000,RN,Ceará-Mirim,84,NE
21510190,RJ,Rio de Janeiro,21,Rua Batista Braga
21510190,RJ,Rio de Janeiro,21,Rua Batista Braga
35700086,MG,Sete Lagoas,31,Rua Santa Catarina
9656000.0,NE,NE,NE,NE
23520100,RJ,Rio de Janeiro,21,Rua Antônio Pinto Menezes
13270450,SP,Valinhos,19,Rua José Augusto Roxo Moreira
13270450,SP,Valinhos,19,Rua José Augusto Roxo Moreira
4540030.0,NE,NE,NE,NE
4530030.0,NE,NE,NE,NE
37170000,MG,Boa Esperança,35,NE
26061790,RJ,Nova Iguaçu,21,Estrada Mato Grosso
61610010,CE,Caucaia,85,Rua São José
18558205.0,NE,NE,NE,NE
77001422,TO,Palmas,63,Quadra 307 Norte Alameda 20
77001422,TO,Palmas,63,Quadra 307 Norte Alameda 20
39403101,MG,Montes Claros,38,Rua C
60714030,CE,Fortaleza,85,Rua Doutor Manuel Teófilo
17214321,SP,Jaú,14,Rua Anna Sanzovo Turatti
6730000.0,NE,NE,NE,NE
24900155,RJ,Maricá,21,Rua dos Quintanilhas
32673548,MG,Betim,31,Rua de Brasilia
24900155,RJ,Maricá,21,Rua dos Quintanilhas
24900155,RJ,Maricá,21,Rua dos Quintanilhas
5528200.0,NE,NE,NE,NE
18558205.0,NE,NE,NE,NE
60520022,CE,Fortaleza,85,Avenida Augusto dos Anjos
7500000.0,NE,NE,NE,NE
87080420,PR,Maringá,44,Rua Chicago
7500000.0,NE,NE,NE,NE
7500000.0,NE,NE,NE,NE
7500000.0,NE,NE,NE,NE
44053804,BA,Feira de Santana,75,Rua B
72865324,GO,Novo Gama,61,Quadra Quadra D
6608220.0,NE,NE,NE,NE
5026001.0,NE,NE,NE,NE
5026001.0,NE,NE,NE,NE
5026001.0,NE,NE,NE,NE
95059390,RS,Caxias do Sul,54,Rua Aluisio Antunes
6608220.0,NE,NE,NE,NE
95059390,RS,Caxias do Sul,54,Rua Aluisio Antunes
95059390,RS,Caxias do Sul,54,Rua Aluisio Antunes
12984664.0,NE,NE,NE,NE
31166941.0,NE,NE,NE,NE
40800480,BA,Salvador,71,Rua Almirante Tamandaré
37170000,MG,Boa Esperança,35,NE
49680000,SE,Nossa Senhora da Glória,79,NE
8465010.0,NE,NE,NE,NE
8465010.0,NE,NE,NE,NE
27520320,RJ,Resende,24,Rua Antunes
27520320,RJ,Resende,24,Rua Antunes
31340000,MG,Belo Horizonte,31,Rua Sena Madureira
8465010.0,NE,NE,NE,NE
60000000.0,NE,NE,NE,NE
42850000,BA,Dias D'Ávila,,NE
38680000,MG,Arinos,38,NE
45606505,BA,Itabuna,73,Rua da Liberdade
22631455,RJ,Rio de Janeiro,21,Avenida Afonso Arinos de Melo Franco
42850000,BA,Dias D'Ávila,,NE
24808444,RJ,Itaboraí,21,Rua José Valdique Alves Paes
41706670,BA,Salvador,71,Avenida Dom Eugênio Sales
61880000,CE,Itaitinga,85,NE
45606505,BA,Itabuna,73,Rua da Liberdade
7024170.0,NE,NE,NE,NE
61880000,CE,Itaitinga,85,NE
45606505,BA,Itabuna,73,Rua da Liberdade
31730700,MG,Belo Horizonte,31,Rua Wilson Soares Fernandes
7024170.0,NE,NE,NE,NE
45606505,BA,Itabuna,73,Rua da Liberdade
31730700,MG,Belo Horizonte,31,Rua Wilson Soares Fernandes
31730700,MG,Belo Horizonte,31,Rua Wilson Soares Fernandes
9390350.0,NE,NE,NE,NE
9390350.0,NE,NE,NE,NE
68501020,PA,Marabá,94,Travessa Coronel Manoel Bandeira
89694000,SC,Faxinal dos Guedes,,NE
6766190.0,NE,NE,NE,NE
29745590.0,NE,NE,NE,NE
68501020,PA,Marabá,94,Travessa Coronel Manoel Bandeira
6766190.0,NE,NE,NE,NE
6766190.0,NE,NE,NE,NE
6766190.0,NE,NE,NE,NE
16200728,SP,Birigüi,,Rua Olívio José da Rocha
4297000.0,NE,NE,NE,NE
13212111,SP,Jundiaí,11,Rua Antônio Lucato
13484010,SP,Limeira,19,Rua Angélica
64050155,PI,Teresina,86,Rua Cícero Carvalho
13484010,SP,Limeira,19,Rua Angélica
6787560.0,NE,NE,NE,NE
22631470,RJ,Rio de Janeiro,21,Avenida Evandro Lins e Silva
79230000,MS,Guia Lopes da Laguna,,NE
22713570,RJ,Rio de Janeiro,21,Rua Nossa Senhora de Fátima
5818310.0,NE,NE,NE,NE
52130102,PE,Recife,81,Rua Flor de Mariz
40100260,BA,Salvador,71,Rua Athayde Seixas
12248711,SP,São José dos Campos,12,Rua das Graviolas
31520060,MG,Belo Horizonte,31,Rua Nelita Salermo Penido
7716170.0,NE,NE,NE,NE
48005020,BA,Alagoinhas,75,Rua Marechal Deodoro
48005100,BA,Alagoinhas,75,Parque José Dórea
22710255,RJ,Rio de Janeiro,21,Rua Mapendi
40100260,BA,Salvador,71,Rua Athayde Seixas
60732840,CE,Fortaleza,85,Rua São Francisco do Jari
83260000,PR,Matinhos,,NE
83260000,PR,Matinhos,,NE
22710255,RJ,Rio de Janeiro,21,Rua Mapendi
75085200,GO,Anápolis,62,Rua SW 5
53140060,PE,Olinda,81,Avenida Guararapes
13160300,SP,Artur Nogueira,19,Rua Duque de Caxias
25050370,RJ,Duque de Caxias,21,Avenida Cruzeiro do Sul
75360000,GO,Aragoiânia,,NE
3927060.0,NE,NE,NE,NE
75833364,GO,Mineiros,,Rua Goiás
3927060.0,NE,NE,NE,NE
79104280,MS,Campo Grande,67,Rua 70
75360000,GO,Aragoiânia,,NE
68515000,PA,Parauapebas,94,NE
75360000,GO,Aragoiânia,,NE
83839492.0,NE,NE,NE,NE
77001048,TO,Palmas,63,Quadra 105 Norte Alameda das Aroeiras
68515000,PA,Parauapebas,94,NE
25250240,RJ,Duque de Caxias,21,Rua Primeiro de Maio
77001048,TO,Palmas,63,Quadra 105 Norte Alameda das Aroeiras
94100360,RS,Gravataí,51,Rua Dona Leopoldina
4218000.0,NE,NE,NE,NE
4939140.0,NE,NE,NE,NE
94100360,RS,Gravataí,51,Rua Dona Leopoldina
12412160,SP,Pindamonhangaba,12,Rua Emílio Zaluar
4939140.0,NE,NE,NE,NE
12231340,SP,São José dos Campos,12,Rua Grécia
96781410,RS,Camaquã,51,Rua Colômbia
14000000.0,NE,NE,NE,NE
30610020,MG,Belo Horizonte,31,Rua Vereador Orlando Pacheco
60841585,CE,Fortaleza,85,Rua Frederico Severo
4940150.0,NE,NE,NE,NE
38410230,MG,Uberlândia,34,Rua Antônio Bernardes da Costa
96010000,RS,Pelotas,53,Rua Félix Xavier da Cunha
96010000,RS,Pelotas,53,Rua Félix Xavier da Cunha
69900090,AC,Rio Branco,68,Rua Floriano Peixoto
69900090,AC,Rio Branco,68,Rua Floriano Peixoto
83830289,PR,Fazenda Rio Grande,41,Avenida Rio Amazonas
8390280.0,NE,NE,NE,NE
26465100,RJ,Japeri,21,Rua Rio da Prata
13212505,SP,Jundiaí,11,Rua José Amâncio de Freitas
47808122,BA,Barreiras,77,Avenida Rio Grande
13212505,SP,Jundiaí,11,Rua José Amâncio de Freitas
26465100,RJ,Japeri,21,Rua Rio da Prata
5884100.0,NE,NE,NE,NE
26465100,RJ,Japeri,21,Rua Rio da Prata
26465100,RJ,Japeri,21,Rua Rio da Prata
6326410.0,NE,NE,NE,NE
6320130.0,NE,NE,NE,NE
5884100.0,NE,NE,NE,NE
8320647.0,NE,NE,NE,NE
5884100.0,NE,NE,NE,NE
65066190,MA,São Luís,98,Rua Boa Esperança
95860000,RS,Taquari,51,NE
88348583,SC,Camboriú,,Rua Monte Caracol
65490000,MA,Anajatuba,98,NE
88348583,SC,Camboriú,,Rua Monte Caracol
89806100,SC,Chapecó,49,Rua Benjamin Constant - D
25581290,RJ,São João de Meriti,21,Rua Doutor Francisco Teles
7091140.0,NE,NE,NE,NE
2248040.0,NE,NE,NE,NE
7091140.0,NE,NE,NE,NE
28928232,RJ,Cabo Frio,22,Rua dos Tatus
28695000,RJ,Cachoeiras de Macacu,21,NE
72410707,DF,Brasília,61,Quadra Quadra 13 Conjunto G
37160000,MG,Campos Gerais,35,NE
72410707,DF,Brasília,61,Quadra Quadra 13 Conjunto G
52091220,PE,Recife,81,Rua Córrego da Areia
75503670,GO,Itumbiara,64,Rua Rio Verde
12460000,SP,Campos do Jordão,12,NE
4921080.0,NE,NE,NE,NE
78579000,MT,Itanhangá,,NE
13218281,SP,Jundiaí,11,Travessa São Vítor
18055075,SP,Sorocaba,15,Rua Sylvio Sommerhauser Rosa
15025072,SP,São José do Rio Preto,17,Rua Tonello
18055075,SP,Sorocaba,15,Rua Sylvio Sommerhauser Rosa
71590638,DF,Brasília,61,Quadra QL 4 Conjunto F
34585050,MG,Sabará,31,Rua Santos Dumont
71590638,DF,Brasília,61,Quadra QL 4 Conjunto F
79822600,MS,Dourados,67,Rua Renê Moreira Ferreira
71590638,DF,Brasília,61,Quadra QL 4 Conjunto F
6755110.0,NE,NE,NE,NE
13455739,SP,Santa Bárbara D'Oeste,,Rua Natal Lima Bonfim
2315248.0,NE,NE,NE,NE
3220300.0,NE,NE,NE,NE
38408206,MG,Uberlândia,34,Rua Maria das Dores Dias
30550200,MG,Belo Horizonte,31,Rua Conselheiro Cipriano Soares
24742340,RJ,São Gonçalo,21,Rua Paulo Moreira
55004141,PE,Caruaru,81,Rua Ramiro Miguel de Souza
2269010.0,NE,NE,NE,NE
2269010.0,NE,NE,NE,NE
44090492,BA,Feira de Santana,75,Rua Jacinto
75906740,GO,Rio Verde,64,Rua Ouvidor
18605812,SP,Botucatu,14,Rua João Modesto
58051520,PB,João Pessoa,83,Rua Maria das Dores Espínola
75906740,GO,Rio Verde,64,Rua Ouvidor
20975140,RJ,Rio de Janeiro,21,Rua Tapirape
21930290,RJ,Rio de Janeiro,21,Rua Flávio José da Costa
89233805,SC,Joinville,47,Rua Leontina Maria da Silva
51345410,PE,Recife,81,Rua Nossa Senhora da Conceição
43825150,BA,Candeias,71,Travessa Getúlio Vargas
89233805,SC,Joinville,47,Rua Leontina Maria da Silva
21930290,RJ,Rio de Janeiro,21,Rua Flávio José da Costa
8820180.0,NE,NE,NE,NE
31742388,MG,Belo Horizonte,31,Rua Valdevino Leôncio Domingues
25809430,RJ,Três Rios,24,Rua Esplanada
29197302,ES,Aracruz,27,Rua Manoel da Costa Campos
49400000,SE,Lagarto,79,NE
25809430,RJ,Três Rios,24,Rua Esplanada
12209004,SP,São José dos Campos,12,Avenida Doutor Mário Galvão
26650000,RJ,Engenheiro Paulo de Frontin,,NE
11602173,SP,São Sebastião,12,Rua Paraguai
79113245,MS,Campo Grande,67,Rua Charão
11602173,SP,São Sebastião,12,Rua Paraguai
79113245,MS,Campo Grande,67,Rua Charão
95520000,RS,Osório,51,NE
5742100.0,NE,NE,NE,NE
21765570,RJ,Rio de Janeiro,21,Rua Ocaibi
19045340,SP,Presidente Prudente,18,Rua João Lopes do Nascimento
19045340,SP,Presidente Prudente,18,Rua João Lopes do Nascimento
94065242,RS,Gravataí,51,Rua Congo
67125061,PA,Ananindeua,91,Passagem Cafezal
2866020.0,NE,NE,NE,NE
89213320,SC,Joinville,47,Rua Paranaguá
2866020.0,NE,NE,NE,NE
32672034,MG,Betim,31,Rua Diamantina
32672034,MG,Betim,31,Rua Diamantina
32672034,MG,Betim,31,Rua Diamantina
96211540,RS,Rio Grande,53,Rua Conselheiro Teixeira Júnior
2243050.0,NE,NE,NE,NE
69312513,RR,Boa Vista,95,Rua Juazeiro
8010360.0,NE,NE,NE,NE
40393870,BA,Salvador,71,Rua Mamorana
26255230,RJ,Nova Iguaçu,21,Avenida Doutor Mário Guimarães
48990000,BA,Andorinha,74,NE
86990000,PR,Marialva,44,NE
86990000,PR,Marialva,44,NE
67033400,PA,Ananindeua,91,Passagem Pato Macho
88370410,SC,Navegantes,,Rua Ezequiel Antero Rocha
67033400,PA,Ananindeua,91,Passagem Pato Macho
69067660,AM,Manaus,92,Rua Manoel Gonçalves Loureiro
88370410,SC,Navegantes,,Rua Ezequiel Antero Rocha
88370410,SC,Navegantes,,Rua Ezequiel Antero Rocha
69067660,AM,Manaus,92,Rua Manoel Gonçalves Loureiro
69020060,AM,Manaus,92,Rua Major Gabriel
68501380,PA,Marabá,94,Rua Maranhão
29175339,ES,Serra,27,Rua Hilário Favarato
4823150.0,NE,NE,NE,NE
60110535,CE,Fortaleza,85,Rua João Cordeiro
4843400.0,NE,NE,NE,NE
7500000.0,NE,NE,NE,NE
7500000.0,NE,NE,NE,NE
69086630,AM,Manaus,92,Rua Rio Cuini
69086630,AM,Manaus,92,Rua Rio Cuini
95047343,RS,Caxias do Sul,54,Rua Maria José Correia Borges
8588140.0,NE,NE,NE,NE
18132601.0,NE,NE,NE,NE
6602400.0,NE,NE,NE,NE
11259135,SP,Bertioga,13,Rua Aprovada 612
6602400.0,NE,NE,NE,NE
64760000,PI,São João do Piauí,89,NE
6602400.0,NE,NE,NE,NE
6602400.0,NE,NE,NE,NE
26540461,RJ,Nilópolis,21,Rua Euclides Pereira de Almeida
57100000,AL,Rio Largo,82,NE
86020040,PR,Londrina,43,Rua Santos
57100000,AL,Rio Largo,82,NE
85580000,PR,Itapejara d'Oeste,,NE
27956400.0,NE,NE,NE,NE
13044165,SP,Campinas,19,Avenida Brunoro de Gasperi
79073015,MS,Campo Grande,67,Rua Campina Nova
35464463.0,NE,NE,NE,NE
83306070,PR,Piraquara,41,Rua Maria Carolina Wilk
74660240,GO,Goiânia,62,Rua José Gomes Bailão
65607305,MA,Caxias,99,Rua dos Caldeirões
45816000,BA,Porto Seguro,73,NE
97170000,RS,Santa Maria,55,NE
76510000,GO,Crixás,,NE
86605678,PR,Rolândia,,Rua Keiko Nakano Alves
74486030,GO,Goiânia,62,Rua Luziânia
724410.0,NE,NE,NE,NE
26460220,RJ,Japeri,21,Rua da Estação
74486030,GO,Goiânia,62,Rua Luziânia
26460220,RJ,Japeri,21,Rua da Estação
78098583,MT,Cuiabá,65,Rua Ana Francisca Peres
42825001,BA,Camaçari,71,Rodovia BA-099 - Estrada do Côco
58113104,PB,Bayeux,83,Rua Pedro Honório da Silva
42825001,BA,Camaçari,71,Rodovia BA-099 - Estrada do Côco
58113104,PB,Bayeux,83,Rua Pedro Honório da Silva
28999270.0,NE,NE,NE,NE
42825001,BA,Camaçari,71,Rodovia BA-099 - Estrada do Côco
28908000,RJ,Cabo Frio,22,Avenida do Contorno
95034230,RS,Caxias do Sul,54,Rua Luiz Covolan
4317180.0,NE,NE,NE,NE
95034230,RS,Caxias do Sul,54,Rua Luiz Covolan
26460220,RJ,Japeri,21,Rua da Estação
47630000,BA,Serra do Ramalho,,NE
95034230,RS,Caxias do Sul,54,Rua Luiz Covolan
26460220,RJ,Japeri,21,Rua da Estação
88049315,SC,Florianópolis,48,Rua das Pérolas
69059805,AM,Manaus,92,Rua Júpiter
33821200,MG,Ribeirão das Neves,31,Rua Alice Maria Esméria
33821200,MG,Ribeirão das Neves,31,Rua Alice Maria Esméria
91430307,RS,Porto Alegre,51,Rua Maria Luiza Menezes Vieira
27940000.0,NE,NE,NE,NE
8031090.0,NE,NE,NE,NE
11075420,SP,Santos,13,Rua Amazonas
49180000,SE,Santo Amaro das Brotas,79,NE
49180000,SE,Santo Amaro das Brotas,79,NE
81150313,PR,Curitiba,41,Rua Mário Gomes Cézar
29101512,ES,Vila Velha,27,Rua São Paulo
29101512,ES,Vila Velha,27,Rua São Paulo
15091560,SP,São José do Rio Preto,17,Rua Gorgonio Evaristo Barreto
57480000,AL,Delmiro Gouveia,82,NE
89700039,SC,Concórdia,49,Rua 29 de Julho
89700039,SC,Concórdia,49,Rua 29 de Julho
2849140.0,NE,NE,NE,NE
12225470,SP,São José dos Campos,12,Estrada do Mato Dentro
53429029.0,NE,NE,NE,NE
53429060,PE,Paulista,81,Rua Brigadeiro Aldo Pinho Alves
76817001,RO,Porto Velho,69,Rua Jardins
5351000.0,NE,NE,NE,NE
72650720,DF,Brasília,61,Quadra Quadra 804 Conjunto 16-B
35600000,MG,Bom Despacho,37,NE
77720000,TO,Itacajá,,NE
21765000,RJ,Rio de Janeiro,21,Rua General Azeredo
21765000,RJ,Rio de Janeiro,21,Rua General Azeredo
